Model:	LI-7810
SN:	TG10-01640
Software Version:	2.3.8
Timestamp:	2023-09-26 08:00:00
Timezone:	Europe/Copenhagen
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1695708640	85990905	4833	256	""	2023-09-26	08:10:40	nan	nan	nan	102.164	41.6373	102.233	39.7113	0	0	42.2016	-16000	0	15.8332	133
DATA	1695708641	85990905	4837	256	""	2023-09-26	08:10:41	nan	nan	nan	102.164	41.6526	102.234	39.7113	0	0	42.2162	-16000	0	15.8336	146
DATA	1695708642	85990905	4841	256	""	2023-09-26	08:10:42	nan	nan	nan	102.164	41.6667	102.234	39.7113	0	0	42.2301	-16000	0	15.8324	141
DATA	1695708643	85990905	4845	256	""	2023-09-26	08:10:43	nan	nan	nan	102.164	41.6821	102.234	39.7113	0	0	42.2453	-16000	0	15.832	 95
DATA	1695708644	85990905	4849	256	""	2023-09-26	08:10:44	nan	nan	nan	102.163	41.6975	102.234	39.7113	0	0	42.26	-16000	0	15.832	  8
DATA	1695708645	85990905	4853	256	""	2023-09-26	08:10:45	nan	nan	nan	102.164	41.7124	102.234	39.7113	0	0	42.2748	-16000	0	15.832	102
DATA	1695708646	85990905	4857	256	""	2023-09-26	08:10:46	nan	nan	nan	102.164	41.7276	102.234	39.7113	0	0	42.2901	-16000	0	15.832	107
DATA	1695708647	85671901	4861	256	""	2023-09-26	08:10:47	nan	nan	nan	102.164	41.7431	102.235	39.7113	0	0	42.3055	-16000	0	15.832	 91
DATA	1695708648	85671901	4865	256	""	2023-09-26	08:10:48	nan	nan	nan	102.164	41.7585	102.234	39.7113	0	0	42.3203	-16000	0	15.832	101
DATA	1695708649	85671901	4869	256	""	2023-09-26	08:10:49	nan	nan	nan	102.164	41.7739	102.235	39.7113	0	0	42.3353	-16000	0	15.8316	168
DATA	1695708650	85671901	4873	256	""	2023-09-26	08:10:50	nan	nan	nan	102.164	41.7885	102.234	39.7113	0	0	42.3491	-16000	0	15.8316	151
DATA	1695708651	85671901	4877	256	""	2023-09-26	08:10:51	nan	nan	nan	102.164	41.8039	102.235	39.7113	0	0	42.3637	-16000	0	15.8316	152
DATA	1695708652	85671901	4881	256	""	2023-09-26	08:10:52	nan	nan	nan	102.164	41.819	102.235	39.7113	0	0	42.3788	-16000	0	15.8312	102
DATA	1695708653	85671901	4885	256	""	2023-09-26	08:10:53	nan	nan	nan	102.164	41.8342	102.235	39.7113	0	0	42.3938	-16000	0	15.8308	157
DATA	1695708654	85671901	4889	256	""	2023-09-26	08:10:54	nan	nan	nan	102.163	41.8498	102.235	39.7113	0	0	42.4086	-16000	0	15.8308	169
DATA	1695708655	85352897	4893	256	""	2023-09-26	08:10:55	nan	nan	nan	102.164	41.8652	102.235	39.7113	0	0	42.4235	-16000	0	15.8312	160
DATA	1695708656	85352897	4897	256	""	2023-09-26	08:10:56	nan	nan	nan	102.164	41.8801	102.235	39.7113	0	0	42.4387	-16000	0	15.8312	170
DATA	1695708657	85352897	4901	256	""	2023-09-26	08:10:57	nan	nan	nan	102.163	41.8953	102.236	39.7113	0	0	42.4531	-16000	0	15.8312	157
DATA	1695708658	85352897	4905	256	""	2023-09-26	08:10:58	nan	nan	nan	102.163	41.9102	102.235	39.7113	0	0	42.4681	-16000	0	15.8308	160
DATA	1695708659	85352897	4909	256	""	2023-09-26	08:10:59	nan	nan	nan	102.164	41.925	102.236	39.7113	0	0	42.4826	-16000	0	15.8304	121
DATA	1695708660	85352897	4913	256	""	2023-09-26	08:11:00	nan	nan	nan	102.163	41.9397	102.235	39.7113	0	0	42.4974	-16000	0	15.8304	157
DATA	1695708661	85352897	4917	256	""	2023-09-26	08:11:01	nan	nan	nan	102.164	41.9554	102.235	39.7113	0	0	42.5122	-16000	0	15.8304	145
DATA	1695708662	85037946	4921	256	""	2023-09-26	08:11:02	nan	nan	nan	102.163	41.9712	102.235	39.7113	0	0	42.5272	-16000	0	15.8304	138
DATA	1695708663	85037946	4925	256	""	2023-09-26	08:11:03	nan	nan	nan	102.164	41.9866	102.236	39.7113	0	0	42.5421	-16000	0	15.83	 52
DATA	1695708664	85037946	4929	256	""	2023-09-26	08:11:04	nan	nan	nan	102.163	42.0014	102.237	39.7113	0	0	42.5568	-16000	0	15.8289	159
DATA	1695708665	85037946	4933	256	""	2023-09-26	08:11:05	nan	nan	nan	102.164	42.0168	102.237	39.7113	0	0	42.5718	-16000	0	15.8289	164
DATA	1695708666	85037946	4937	256	""	2023-09-26	08:11:06	nan	nan	nan	102.163	42.0322	102.236	39.7113	0	0	42.5866	-16000	0	15.8289	164
DATA	1695708667	85037946	4941	256	""	2023-09-26	08:11:07	nan	nan	nan	102.164	42.0456	102.236	39.7113	0	0	42.6001	-16000	0	15.8289	152
DATA	1695708668	85037946	4945	256	""	2023-09-26	08:11:08	nan	nan	nan	102.164	42.0612	102.235	39.7113	0	0	42.6151	-16000	0	15.8292	151
DATA	1695708669	85037946	4949	256	""	2023-09-26	08:11:09	nan	nan	nan	102.164	42.0766	102.237	39.7113	0	0	42.63	-16000	0	15.8292	 69
DATA	1695708670	84713935	4953	256	""	2023-09-26	08:11:10	nan	nan	nan	102.163	42.0916	102.237	39.7113	0	0	42.6455	-16000	0	15.8292	149
DATA	1695708671	84713935	4957	256	""	2023-09-26	08:11:11	nan	nan	nan	102.163	42.1068	102.237	39.7113	0	0	42.6603	-16000	0	15.8292	149
DATA	1695708672	84713935	4961	256	""	2023-09-26	08:11:12	nan	nan	nan	102.164	42.1226	102.237	39.7113	0	0	42.6753	-16000	0	15.8292	149
DATA	1695708673	84713935	4965	256	""	2023-09-26	08:11:13	nan	nan	nan	102.164	42.1384	102.237	39.7113	0	0	42.6902	-16000	0	15.8296	160
DATA	1695708674	84713935	4969	256	""	2023-09-26	08:11:14	nan	nan	nan	102.163	42.1531	102.237	39.7113	0	0	42.7047	-16000	0	15.8292	156
DATA	1695708675	84713935	4973	256	""	2023-09-26	08:11:15	nan	nan	nan	102.163	42.1681	102.237	39.7113	0	0	42.7193	-16000	0	15.8285	163
DATA	1695708676	84713935	4977	256	""	2023-09-26	08:11:16	nan	nan	nan	102.164	42.1822	102.237	39.7113	0	0	42.7333	-16000	0	15.8281	159
DATA	1695708677	84398031	4981	256	""	2023-09-26	08:11:17	nan	nan	nan	102.163	42.1976	102.238	39.7113	0	0	42.748	-16000	0	15.8281	117
DATA	1695708678	84398031	4985	256	""	2023-09-26	08:11:18	nan	nan	nan	102.163	42.213	102.237	39.7113	0	0	42.763	-16000	0	15.8281	 54
DATA	1695708679	84398031	4989	256	""	2023-09-26	08:11:19	nan	nan	nan	102.163	42.228	102.238	39.7113	0	0	42.7778	-16000	0	15.8273	129
DATA	1695708680	84398031	4993	256	""	2023-09-26	08:11:20	nan	nan	nan	102.163	42.2434	102.238	39.7113	0	0	42.7925	-16000	0	15.8273	151
DATA	1695708681	84398031	4997	256	""	2023-09-26	08:11:21	nan	nan	nan	102.163	42.2582	102.238	39.7113	0	0	42.8078	-16000	0	15.8273	161
DATA	1695708682	84398031	5001	256	""	2023-09-26	08:11:22	nan	nan	nan	102.163	42.2737	102.238	39.7113	0	0	42.8232	-16000	0	15.8273	134
DATA	1695708683	84398031	5005	256	""	2023-09-26	08:11:23	nan	nan	nan	102.163	42.2893	102.238	39.7113	0	0	42.838	-16000	0	15.8273	 99
DATA	1695708684	84398031	5009	256	""	2023-09-26	08:11:24	nan	nan	nan	102.163	42.3034	102.238	39.7113	0	0	42.8513	-16000	0	15.8269	144
DATA	1695708685	84070920	5013	256	""	2023-09-26	08:11:25	nan	nan	nan	102.164	42.3187	102.239	39.7113	0	0	42.866	-16000	0	15.8273	 96
DATA	1695708686	84070920	5017	256	""	2023-09-26	08:11:26	nan	nan	nan	102.164	42.334	102.239	39.7113	0	0	42.881	-16000	0	15.8269	 47
DATA	1695708687	84070920	5021	256	""	2023-09-26	08:11:27	nan	nan	nan	102.164	42.3491	102.239	39.7113	0	0	42.8957	-16000	0	15.8273	154
DATA	1695708688	84070920	5025	256	""	2023-09-26	08:11:28	nan	nan	nan	102.163	42.3639	102.239	39.7113	0	0	42.9106	-16000	0	15.8273	150
DATA	1695708689	84070920	5029	256	""	2023-09-26	08:11:29	nan	nan	nan	102.163	42.3793	102.239	39.7113	0	0	42.9256	-16000	0	15.8273	163
DATA	1695708690	84070920	5033	256	""	2023-09-26	08:11:30	nan	nan	nan	102.164	42.3946	102.239	39.7113	0	0	42.9401	-16000	0	15.8273	135
DATA	1695708691	84070920	5037	256	""	2023-09-26	08:11:31	nan	nan	nan	102.164	42.4096	102.239	39.7113	0	0	42.9551	-16000	0	15.8273	144
DATA	1695708692	83759069	5041	256	""	2023-09-26	08:11:32	nan	nan	nan	102.163	42.424	102.239	39.7113	0	0	42.9693	-16000	0	15.8261	104
DATA	1695708693	83759069	5045	256	""	2023-09-26	08:11:33	nan	nan	nan	102.162	42.4387	102.238	39.7113	0	0	42.984	-16000	0	15.8261	114
DATA	1695708694	83759069	5049	256	""	2023-09-26	08:11:34	nan	nan	nan	102.163	42.4538	102.239	39.7113	0	0	42.9987	-16000	0	15.8253	181
DATA	1695708695	83759069	5053	256	""	2023-09-26	08:11:35	nan	nan	nan	102.163	42.4694	102.239	39.7113	0	0	43.0137	-16000	0	15.8249	165
DATA	1695708696	83759069	5057	256	""	2023-09-26	08:11:36	nan	nan	nan	102.163	42.4849	102.239	39.7113	0	0	43.0284	-16000	0	15.8257	175
DATA	1695708697	83759069	5061	256	""	2023-09-26	08:11:37	nan	nan	nan	102.163	42.5	102.24	39.7113	0	0	43.0431	-16000	0	15.8257	202
DATA	1695708698	83759069	5065	256	""	2023-09-26	08:11:38	nan	nan	nan	102.162	42.5149	102.239	39.7113	0	0	43.058	-16000	0	15.8257	122
DATA	1695708699	83759069	5069	256	""	2023-09-26	08:11:39	nan	nan	nan	102.163	42.5302	102.239	39.7113	0	0	43.0727	-16000	0	15.8253	167
DATA	1695708700	83437919	5073	256	""	2023-09-26	08:11:40	nan	nan	nan	102.162	42.545	102.239	39.7113	0	0	43.0869	-16000	0	15.8245	 97
DATA	1695708701	83437919	5077	256	""	2023-09-26	08:11:41	nan	nan	nan	102.163	42.5593	102.239	39.7113	0	0	43.1011	-16000	0	15.8253	139
DATA	1695708702	83437919	5081	256	""	2023-09-26	08:11:42	nan	nan	nan	102.162	42.5741	102.24	39.7113	0	0	43.1158	-16000	0	15.8253	 86
DATA	1695708703	83437919	5085	256	""	2023-09-26	08:11:43	nan	nan	nan	102.163	42.5894	102.239	39.7113	0	0	43.1305	-16000	0	15.8249	157
DATA	1695708704	83437919	5089	256	""	2023-09-26	08:11:44	nan	nan	nan	102.163	42.6046	102.239	39.7113	0	0	43.1457	-16000	0	15.8245	157
DATA	1695708705	83437919	5093	256	""	2023-09-26	08:11:45	nan	nan	nan	102.162	42.6195	102.24	39.7113	0	0	43.1609	-16000	0	15.8249	105
DATA	1695708706	83437919	5097	256	""	2023-09-26	08:11:46	nan	nan	nan	102.163	42.6352	102.24	39.7113	0	0	43.1755	-16000	0	15.8249	109
DATA	1695708707	83121061	5101	256	""	2023-09-26	08:11:47	nan	nan	nan	102.162	42.6509	102.24	39.7113	0	0	43.1905	-16000	0	15.8249	 75
DATA	1695708708	83121061	5105	256	""	2023-09-26	08:11:48	nan	nan	nan	102.162	42.6658	102.241	39.7113	0	0	43.2053	-16000	0	15.8249	130
DATA	1695708709	83121061	5109	256	""	2023-09-26	08:11:49	nan	nan	nan	102.162	42.6802	102.24	39.7113	0	0	43.2191	-16000	0	15.8245	 77
DATA	1695708710	83121061	5113	256	""	2023-09-26	08:11:50	nan	nan	nan	102.163	42.6948	102.24	39.7113	0	0	43.2334	-16000	0	15.8238	 69
DATA	1695708711	83121061	5117	256	""	2023-09-26	08:11:51	nan	nan	nan	102.161	42.7098	102.24	39.7113	0	0	43.2481	-16000	0	15.8241	 67
DATA	1695708712	83121061	5121	256	""	2023-09-26	08:11:52	nan	nan	nan	102.161	42.7248	102.241	39.7113	0	0	43.2626	-16000	0	15.8241	111
DATA	1695708713	83121061	5125	256	""	2023-09-26	08:11:53	nan	nan	nan	102.162	42.74	102.241	39.7113	0	0	43.2774	-16000	0	15.8241	 16
DATA	1695708714	83121061	5129	256	""	2023-09-26	08:11:54	nan	nan	nan	102.162	42.7551	102.241	39.7113	0	0	43.2923	-16000	0	15.8238	127
DATA	1695708715	82798957	5133	256	""	2023-09-26	08:11:55	nan	nan	nan	102.162	42.77	102.242	39.7113	0	0	43.307	-16000	0	15.823	204
DATA	1695708716	82798957	5137	256	""	2023-09-26	08:11:56	nan	nan	nan	102.162	42.7852	102.24	39.7113	0	0	43.3222	-16000	0	15.8234	107
DATA	1695708717	82798957	5141	256	""	2023-09-26	08:11:57	nan	nan	nan	102.162	42.7998	102.241	39.7113	0	0	43.3366	-16000	0	15.823	121
DATA	1695708718	82798957	5145	256	""	2023-09-26	08:11:58	nan	nan	nan	102.162	42.8152	102.241	39.7113	0	0	43.3507	-16000	0	15.823	107
DATA	1695708719	82798957	5149	256	""	2023-09-26	08:11:59	nan	nan	nan	102.161	42.83	102.241	39.7113	0	0	43.3652	-16000	0	15.823	 12
DATA	1695708720	82798957	5153	256	""	2023-09-26	08:12:00	nan	nan	nan	102.162	42.8453	102.241	39.7113	0	0	43.3801	-16000	0	15.823	 88
DATA	1695708721	82798957	5157	256	""	2023-09-26	08:12:01	nan	nan	nan	102.162	42.8605	102.24	39.7113	0	0	43.3949	-16000	0	15.823	 57
DATA	1695708722	82482099	5161	256	""	2023-09-26	08:12:02	nan	nan	nan	102.162	42.8752	102.241	39.7113	0	0	43.4091	-16000	0	15.823	 82
DATA	1695708723	82482099	5165	256	""	2023-09-26	08:12:03	nan	nan	nan	102.162	42.8906	102.241	39.7113	0	0	43.4242	-16000	0	15.823	 87
DATA	1695708724	82482099	5169	256	""	2023-09-26	08:12:04	nan	nan	nan	102.162	42.9056	102.242	39.7113	0	0	43.4389	-16000	0	15.8226	156
DATA	1695708725	82482099	5173	256	""	2023-09-26	08:12:05	nan	nan	nan	102.162	42.9206	102.242	39.7113	0	0	43.4534	-16000	0	15.8214	139
DATA	1695708726	82482099	5177	256	""	2023-09-26	08:12:06	nan	nan	nan	102.162	42.9351	102.241	39.7113	0	0	43.4678	-16000	0	15.8226	157
DATA	1695708727	82482099	5181	256	""	2023-09-26	08:12:07	nan	nan	nan	102.162	42.9493	102.243	39.7113	0	0	43.4817	-16000	0	15.8218	159
DATA	1695708728	82482099	5185	256	""	2023-09-26	08:12:08	nan	nan	nan	102.162	42.9643	102.242	39.7113	0	0	43.4971	-16000	0	15.8222	157
DATA	1695708729	82482099	5189	256	""	2023-09-26	08:12:09	nan	nan	nan	102.161	42.98	102.242	39.7113	0	0	43.5119	-16000	0	15.8218	 61
DATA	1695708730	82159996	5193	256	""	2023-09-26	08:12:10	nan	nan	nan	102.161	42.9954	102.243	39.7113	0	0	43.5268	-16000	0	15.8214	155
DATA	1695708731	82159996	5197	256	""	2023-09-26	08:12:11	nan	nan	nan	102.161	43.0104	102.243	39.7113	0	0	43.5412	-16000	0	15.8214	131
DATA	1695708732	82159996	5201	256	""	2023-09-26	08:12:12	nan	nan	nan	102.162	43.0253	102.243	39.7113	0	0	43.556	-16000	0	15.821	 29
DATA	1695708733	82159996	5205	256	""	2023-09-26	08:12:13	nan	nan	nan	102.162	43.0403	102.242	39.7113	0	0	43.5707	-16000	0	15.821	 82
DATA	1695708734	82159996	5209	256	""	2023-09-26	08:12:14	nan	nan	nan	102.162	43.0548	102.242	39.7113	0	0	43.5846	-16000	0	15.821	102
DATA	1695708735	82159996	5213	256	""	2023-09-26	08:12:15	nan	nan	nan	102.161	43.0689	102.242	39.7113	0	0	43.5986	-16000	0	15.821	109
DATA	1695708736	82159996	5217	256	""	2023-09-26	08:12:16	nan	nan	nan	102.161	43.0842	102.244	39.7113	0	0	43.6137	-16000	0	15.8206	150
DATA	1695708737	81845998	5221	256	""	2023-09-26	08:12:17	nan	nan	nan	102.161	43.0994	102.244	39.7113	0	0	43.6278	-16000	0	15.8206	164
DATA	1695708738	81845998	5225	256	""	2023-09-26	08:12:18	nan	nan	nan	102.16	43.1143	102.243	39.7113	0	0	43.6427	-16000	0	15.821	 50
DATA	1695708739	81845998	5229	256	""	2023-09-26	08:12:19	nan	nan	nan	102.161	43.1292	102.242	39.7113	0	0	43.6575	-16000	0	15.821	113
DATA	1695708740	81845998	5233	256	""	2023-09-26	08:12:20	nan	nan	nan	102.16	43.1446	102.243	39.7113	0	0	43.6727	-16000	0	15.821	 44
DATA	1695708741	81845998	5237	256	""	2023-09-26	08:12:21	nan	nan	nan	102.161	43.1603	102.243	39.7113	0	0	43.6872	-16000	0	15.8214	147
DATA	1695708742	81845998	5241	256	""	2023-09-26	08:12:22	nan	nan	nan	102.16	43.1752	102.243	39.7113	0	0	43.7021	-16000	0	15.821	 35
DATA	1695708743	81845998	5245	256	""	2023-09-26	08:12:23	nan	nan	nan	102.16	43.1889	102.243	39.7113	0	0	43.7154	-16000	0	15.8198	122
DATA	1695708744	81845998	5249	256	""	2023-09-26	08:12:24	nan	nan	nan	102.161	43.2041	102.243	39.7113	0	0	43.73	-16000	0	15.8198	 55
DATA	1695708745	81518888	5253	256	""	2023-09-26	08:12:25	nan	nan	nan	102.161	43.2188	102.244	39.7113	0	0	43.7448	-16000	0	15.8198	169
DATA	1695708746	81518888	5257	256	""	2023-09-26	08:12:26	nan	nan	nan	102.16	43.2339	102.245	39.7113	0	0	43.7594	-16000	0	15.8194	123
DATA	1695708747	81518888	5261	256	""	2023-09-26	08:12:27	nan	nan	nan	102.161	43.2489	102.244	39.7113	0	0	43.774	-16000	0	15.8194	119
DATA	1695708748	81518888	5265	256	""	2023-09-26	08:12:28	nan	nan	nan	102.162	43.2638	102.244	39.7113	0	0	43.7886	-16000	0	15.8194	181
DATA	1695708749	81518888	5269	256	""	2023-09-26	08:12:29	nan	nan	nan	102.161	43.2785	102.245	39.7113	0	0	43.8032	-16000	0	15.8194	174
DATA	1695708750	81518888	5273	256	""	2023-09-26	08:12:30	nan	nan	nan	102.16	43.2939	102.244	39.7113	0	0	43.8179	-16000	0	15.8194	116
DATA	1695708751	81518888	5277	256	""	2023-09-26	08:12:31	nan	nan	nan	102.161	43.3083	102.244	39.7113	0	0	43.8323	-16000	0	15.819	101
DATA	1695708752	81204891	5281	256	""	2023-09-26	08:12:32	nan	nan	nan	102.16	43.3231	102.244	39.7113	0	0	43.8468	-16000	0	15.819	 40
DATA	1695708753	81204891	5285	256	""	2023-09-26	08:12:33	nan	nan	nan	102.16	43.3383	102.244	39.7113	0	0	43.8611	-16000	0	15.819	 44
DATA	1695708754	81204891	5289	256	""	2023-09-26	08:12:34	nan	nan	nan	102.16	43.3534	102.245	39.7113	0	0	43.876	-16000	0	15.8187	 60
DATA	1695708755	81204891	5293	256	""	2023-09-26	08:12:35	nan	nan	nan	102.161	43.3681	102.244	39.7113	0	0	43.8905	-16000	0	15.8187	157
DATA	1695708756	81204891	5297	256	""	2023-09-26	08:12:36	nan	nan	nan	102.159	43.3833	102.245	39.7113	0	0	43.9051	-16000	0	15.8187	163
DATA	1695708757	81204891	5301	256	""	2023-09-26	08:12:37	nan	nan	nan	102.159	43.3984	102.244	39.7113	0	0	43.9198	-16000	0	15.8187	169
DATA	1695708758	81204891	5305	256	""	2023-09-26	08:12:38	nan	nan	nan	102.16	43.4131	102.244	39.7113	0	0	43.9344	-16000	0	15.8187	 97
DATA	1695708759	81204891	5309	256	""	2023-09-26	08:12:39	nan	nan	nan	102.159	43.4281	102.245	39.7113	0	0	43.9489	-16000	0	15.8187	176
DATA	1695708760	80878973	5313	256	""	2023-09-26	08:12:40	nan	nan	nan	102.159	43.442	102.245	39.7113	0	0	43.9623	-16000	0	15.8183	105
DATA	1695708761	80878973	5317	256	""	2023-09-26	08:12:41	nan	nan	nan	102.159	43.4567	102.244	39.7113	0	0	43.977	-16000	0	15.8179	130
DATA	1695708762	80878973	5321	256	""	2023-09-26	08:12:42	nan	nan	nan	102.159	43.4715	102.244	39.7113	0	0	43.9913	-16000	0	15.8179	169
DATA	1695708763	80878973	5325	256	""	2023-09-26	08:12:43	nan	nan	nan	102.159	43.487	102.245	39.7113	0	0	44.0064	-16000	0	15.8179	119
DATA	1695708764	80878973	5329	256	""	2023-09-26	08:12:44	nan	nan	nan	102.159	43.5025	102.245	39.7113	0	0	44.0214	-16000	0	15.8179	163
DATA	1695708765	80878973	5333	256	""	2023-09-26	08:12:45	nan	nan	nan	102.159	43.5174	102.245	39.7113	0	0	44.0359	-16000	0	15.8179	175
DATA	1695708766	80878973	5337	256	""	2023-09-26	08:12:46	nan	nan	nan	102.159	43.5323	102.246	39.7113	0	0	44.0505	-16000	0	15.8179	171
DATA	1695708767	80563068	5341	256	""	2023-09-26	08:12:47	nan	nan	nan	102.159	43.5474	102.245	39.7113	0	0	44.0652	-16000	0	15.8171	155
DATA	1695708768	80563068	5345	256	""	2023-09-26	08:12:48	nan	nan	nan	102.158	43.5615	102.246	39.7113	0	0	44.079	-16000	0	15.8171	113
DATA	1695708769	80563068	5349	256	""	2023-09-26	08:12:49	nan	nan	nan	102.159	43.5757	102.245	39.7113	0	0	44.093	-16000	0	15.8175	126
DATA	1695708770	80563068	5353	256	""	2023-09-26	08:12:50	nan	nan	nan	102.159	43.5908	102.245	39.7113	0	0	44.1078	-16000	0	15.8171	151
DATA	1695708771	80563068	5357	256	""	2023-09-26	08:12:51	nan	nan	nan	102.158	43.6056	102.245	39.7113	0	0	44.1221	-16000	0	15.8171	141
DATA	1695708772	80563068	5361	256	""	2023-09-26	08:12:52	nan	nan	nan	102.159	43.6207	102.244	39.7113	0	0	44.1366	-16000	0	15.8167	151
DATA	1695708773	80563068	5365	256	""	2023-09-26	08:12:53	nan	nan	nan	102.159	43.6356	102.245	39.7113	0	0	44.1515	-16000	0	15.8167	159
DATA	1695708774	80563068	5369	256	""	2023-09-26	08:12:54	nan	nan	nan	102.158	43.6504	102.245	39.7113	0	0	44.1658	-16000	0	15.8171	162
DATA	1695708775	80245018	5373	256	""	2023-09-26	08:12:55	nan	nan	nan	102.158	43.666	102.246	39.7113	0	0	44.1808	-16000	0	15.8171	104
DATA	1695708776	80245018	5377	256	""	2023-09-26	08:12:56	nan	nan	nan	102.158	43.6813	102.246	39.7113	0	0	44.196	-16000	0	15.8167	114
DATA	1695708777	80245018	5381	256	""	2023-09-26	08:12:57	nan	nan	nan	102.157	43.6949	102.246	39.7113	0	0	44.2091	-16000	0	15.8163	160
DATA	1695708778	80245018	5385	256	""	2023-09-26	08:12:58	nan	nan	nan	102.158	43.7097	102.246	39.7113	0	0	44.2235	-16000	0	15.8163	162
DATA	1695708779	80245018	5389	256	""	2023-09-26	08:12:59	nan	nan	nan	102.159	43.7248	102.246	39.7113	0	0	44.2383	-16000	0	15.8159	176
DATA	1695708780	80245018	5393	256	""	2023-09-26	08:13:00	nan	nan	nan	102.158	43.7396	102.245	39.7113	0	0	44.2526	-16000	0	15.8155	147
DATA	1695708781	80245018	5397	256	""	2023-09-26	08:13:01	nan	nan	nan	102.157	43.7544	102.246	39.7113	0	0	44.267	-16000	0	15.8151	 96
DATA	1695708782	79916000	5401	256	""	2023-09-26	08:13:02	nan	nan	nan	102.158	43.7693	102.246	39.7113	0	0	44.2818	-16000	0	15.8147	151
DATA	1695708783	79916000	5405	256	""	2023-09-26	08:13:03	nan	nan	nan	102.158	43.7844	102.246	39.7113	0	0	44.2963	-16000	0	15.8147	156
DATA	1695708784	79916000	5409	256	""	2023-09-26	08:13:04	nan	nan	nan	102.158	43.799	102.246	39.7113	0	0	44.3109	-16000	0	15.8147	109
DATA	1695708785	79916000	5413	256	""	2023-09-26	08:13:05	nan	nan	nan	102.158	43.8128	102.246	39.7113	0	0	44.3242	-16000	0	15.8136	144
DATA	1695708786	79916000	5417	256	""	2023-09-26	08:13:06	nan	nan	nan	102.158	43.8278	102.245	39.7113	0	0	44.3387	-16000	0	15.8147	167
DATA	1695708787	79916000	5421	256	""	2023-09-26	08:13:07	nan	nan	nan	102.157	43.8434	102.247	39.7113	0	0	44.3536	-16000	0	15.8147	155
DATA	1695708788	79916000	5425	256	""	2023-09-26	08:13:08	nan	nan	nan	102.158	43.8584	102.247	39.7113	0	0	44.3686	-16000	0	15.8143	170
DATA	1695708789	79916000	5429	256	""	2023-09-26	08:13:09	nan	nan	nan	102.157	43.8733	102.247	39.7113	0	0	44.383	-16000	0	15.8147	118
DATA	1695708790	79602003	5433	256	""	2023-09-26	08:13:10	nan	nan	nan	102.157	43.8881	102.246	39.7113	0	0	44.3975	-16000	0	15.8147	153
DATA	1695708791	79602003	5437	256	""	2023-09-26	08:13:11	nan	nan	nan	102.157	43.9028	102.246	39.7113	0	0	44.4122	-16000	0	15.8147	138
DATA	1695708792	79602003	5441	256	""	2023-09-26	08:13:12	nan	nan	nan	102.157	43.9179	102.247	39.7113	0	0	44.4265	-16000	0	15.8147	151
DATA	1695708793	79602003	5445	256	""	2023-09-26	08:13:13	nan	nan	nan	102.157	43.9326	102.246	39.7113	0	0	44.4409	-16000	0	15.8139	151
DATA	1695708794	79602003	5449	256	""	2023-09-26	08:13:14	nan	nan	nan	102.156	43.9462	102.247	39.7113	0	0	44.4543	-16000	0	15.8136	154
DATA	1695708795	79602003	5453	256	""	2023-09-26	08:13:15	nan	nan	nan	102.156	43.961	102.246	39.7113	0	0	44.4688	-16000	0	15.8132	103
DATA	1695708796	79602003	5457	256	""	2023-09-26	08:13:16	nan	nan	nan	102.157	43.976	102.247	39.7113	0	0	44.4832	-16000	0	15.8132	108
DATA	1695708797	79288005	5461	256	""	2023-09-26	08:13:17	nan	nan	nan	102.157	43.9906	102.246	39.7113	0	0	44.4977	-16000	0	15.8132	176
DATA	1695708798	79288005	5465	256	""	2023-09-26	08:13:18	nan	nan	nan	102.157	44.0059	102.246	39.7113	0	0	44.5121	-16000	0	15.8132	155
DATA	1695708799	79288005	5469	256	""	2023-09-26	08:13:19	nan	nan	nan	102.156	44.0212	102.247	39.7113	0	0	44.5271	-16000	0	15.8132	158
DATA	1695708800	79288005	5473	256	""	2023-09-26	08:13:20	nan	nan	nan	102.157	44.0361	102.247	39.7113	0	0	44.542	-16000	0	15.8132	 82
DATA	1695708801	79288005	5477	256	""	2023-09-26	08:13:21	nan	nan	nan	102.157	44.0509	102.246	39.7113	0	0	44.5566	-16000	0	15.8128	155
DATA	1695708802	79288005	5481	256	""	2023-09-26	08:13:22	nan	nan	nan	102.157	44.0647	102.247	39.7113	0	0	44.5697	-16000	0	15.8124	157
DATA	1695708803	79288005	5485	256	""	2023-09-26	08:13:23	nan	nan	nan	102.157	44.0793	102.247	39.7113	0	0	44.5845	-16000	0	15.8128	164
DATA	1695708804	79288005	5489	256	""	2023-09-26	08:13:24	nan	nan	nan	102.156	44.094	102.247	39.7113	0	0	44.5987	-16000	0	15.8124	118
DATA	1695708805	78965902	5493	256	""	2023-09-26	08:13:25	nan	nan	nan	102.157	44.109	102.247	39.7113	0	0	44.6131	-16000	0	15.8124	102
DATA	1695708806	78965902	5497	256	""	2023-09-26	08:13:26	nan	nan	nan	102.156	44.1238	102.246	39.7113	0	0	44.6278	-16000	0	15.812	118
